id,colour,size,width,brand,model,price,type,count,rating,no_rating,link
146443,Gold,Narrow,133 mm,Vincent Chase,VC S11320,1500,sunglasses,14243,4.4,56,https://www.lenskart.com/vincent-chase-vc-s11320-full-rim-aviator-metal-c21-sunglasses.html
151283,Blue,8-12 yrs,127 mm,Hooper,HP E10027L,1000,eyeframe,3763,4.85,8,https://www.lenskart.com/hooper-lkj-e10027-c3-eyeglasses.html
207653,Black,Narrow,132 mm,Vincent Chase Online,VC E15504,1700,eyeframe,2197,0.0,0,https://www.lenskart.com/vincent-chase-vc-e15504-c3-eyeglasses.html
218222,Green,Extra Wide,144 mm,Lenskart Hustlr,LA E15417-XW,1700,eyeframe,253,0.0,0,https://www.lenskart.com/lenskart-hustlr-la-e15417-xw-c2-eyeglasses.html
148311,Grey,Extra Narrow,126 mm,John Jacobs,JJ E11727XS,3500,eyeframe,5803,4.8,5,https://www.lenskart.com/john-jacobs-jj-e11727xs-c2-eyeglasses.html
214490,Black,Medium,138 mm,Lenskart Air,LA E16616,1700,eyeframe,271,0.0,0,https://www.lenskart.com/lenskart-air-la-e16616-c1-eyeglasses.html
149209,Grey,Extra Wide,144 mm,John Jacobs,JJ E14147 ,5000,eyeframe,4282,4.5,4,https://www.lenskart.com/john-jacobs-jj-e14147-c1-c1-eyeglasses.html
201559,Brown,Medium,135 mm,Lenskart Air,LA E13776,1700,eyeframe,5311,4.65,109,https://www.lenskart.com/lenskart-air-la-e13776-c4-eyeglasses.html
211895,Blue,Medium,136 mm,Lenskart Blu,LB E16218,1500,non_power_reading,476,0.0,0,https://www.lenskart.com/lenskart-blu-lb-e16218-c3-eyeglasses.html
211942,Blue,Wide,139 mm,Lenskart Air,LA E16239,1700,eyeframe,314,0.0,0,https://www.lenskart.com/lenskart-air-la-e16239-c3-eyeglasses.html
213461,Blue Sky,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,non_power_reading,1188,0.0,0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-hl-c1-eyeglasses.html
216882,Tortoise,Extra Wide,142 mm,John Jacobs,JJ S16884,6000,sunglasses,146,0.0,0,https://www.lenskart.com/john-jacobs-jj-s16884-c2-sunglasses.html
139019,Tortoise,Medium,135 mm,Vincent Chase Online,VC E11260,1700,eyeframe,1015,4.45,452,https://www.lenskart.com/tortoise-full-rim-rectangle-medium-size-53-vincent-chase-hd-acetate-vc-e11260-c2-colored-lens-tinted-eyeglasses.html
151492,Brown,Narrow,133 mm,Lenskart Blu,LB E14521,2000,non_power_reading,7239,4.7,14,https://www.lenskart.com/lenskart-blu-lb-e14521-c2-eyeglasses.html
212315,Grey,Narrow,135 mm,Vincent Chase Polarized,VC S16343,2000,sunglasses,967,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16343-c2-sunglasses.html
148307,Tortoise,Wide,140 mm,John Jacobs,JJ E14008L,3500,eyeframe,2504,4.7,18,https://www.lenskart.com/john-jacobs-jj-e14008l-c2-eyeglasses.html
146468,Grey,Narrow,132 mm,John Jacobs,JJ E13743,3500,eyeframe,3765,4.4,5,https://www.lenskart.com/john-jacobs-jj-e13743-c1-eyeglasses.html
149766,Grey,Wide,140 mm,Lenskart Blu,LB E14241,1200,non_power_reading,6597,4.3,23,https://www.lenskart.com/lenskart-blu-lb-e14241-c2-eyeglasses.html
151161,Gold,Medium,135 mm,Lenskart Blu,LB E14483,2000,non_power_reading,4866,4.4,19,https://www.lenskart.com/lenskart-blu-lb-e14483-c3-eyeglasses.html
212303,Grey,Wide,143 mm,Vincent Chase Polarized,VC S16339,2000,sunglasses,1562,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16339-c1-sunglasses.html
212306,Brown,Medium,140 mm,Vincent Chase Polarized,VC S16340,2000,sunglasses,1220,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16340-c1-sunglasses.html
212913,Gold,Medium,139 mm,Vincent Chase Polarized,VC S16469,2000,sunglasses,232,0.0,0,https://www.lenskart.com/vincent-chase-vc-s-16469-c1-sunglasses.html
137775,Dual Color,Extra Narrow,128 mm,John Jacobs,JJ E12996,3500,eyeframe,7149,4.0,31,https://www.lenskart.com/john-jacobs-jj-e12996-c2-eyeglasses.html
147404,Black,Medium,137 mm,John Jacobs,JJ E13891,5000,eyeframe,2090,0.0,0,https://www.lenskart.com/john-jacobs-jj-e13891-c2-eyeglasses.html
150655,Grey,Narrow,133 mm,John Jacobs,JJ E14370,3500,eyeframe,806,4.3,3,https://www.lenskart.com/john-jacobs-jj-e14370-c2-eyeglasses.html
200267,Green,Wide,140 mm,Lenskart Blu,LB E14787,1200,non_power_reading,4472,5.0,5,https://www.lenskart.com/lenskart-blu-lb-e14787-c1-eyeglasses.html
204455,Transparent,Wide,139 mm,Lenskart Blu,LB E14058,1200,non_power_reading,3778,4.6,315,https://www.lenskart.com/lenskart-blu-lb-e14058-c11-eyeglasses.html
205035,Orange,Narrow,133 mm,Lenskart Air,LA E15108,1700,eyeframe,2201,0.0,0,https://www.lenskart.com/lenskart-air-la-e15108-c2-eyeglasses.html
210235,Maroon,Wide,139 mm,John Jacobs,JJ S15906,6000,sunglasses,745,5.0,2,https://www.lenskart.com/john-jacobs-jj-s15906-c2-sunglasses.html
211386,Blue,Narrow,133 mm,Lenskart Air,LA E16154,1700,eyeframe,2533,0.0,0,https://www.lenskart.com/lenskart-air-la-e16154-c3-eyeglasses.html
205881,Rose Gold,Wide,138 mm,John Jacobs,JJ E15264,3500,eyeframe,2444,0.0,0,https://www.lenskart.com/john-jacobs-jj-e15264-c1-eyeglasses.html
213471,Greystone,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,non_power_reading,1238,4.0,2,https://www.lenskart.com/lenskart-hustlr-lb-e14058-h-xw-c2-eyeglasses.html
93877,Black,Wide,141 mm,Vincent Chase Polarized,VC 5158/P,1500,sunglasses,71083,4.4,1137,https://www.lenskart.com/black-green-full-rim-aviator-medium-size-58-vincent-chase-top-guns-vc-5158-p-1212-so-polarized-sunglasses.html
131324,Black,Wide,143 mm,Vincent Chase Polarized,VC S11745,2000,sunglasses,17030,4.6,63,https://www.lenskart.com/vincent-chase-vc-s11745-c1-sunglasses.html
148320,Black,Extra Wide,142 mm,John Jacobs,JJ E12543XL,3500,eyeframe,1399,5.0,8,https://www.lenskart.com/john-jacobs-jj-e12543xl-c1-eyeglasses.html
150643,Black,Narrow,133 mm,Lenskart READERS,LR E13699,500,non_power_reading,10591,4.35,16,https://www.lenskart.com/lenskart-readers-lr-e13699-c1-d-eyeglasses.html
205505,Yellow Transparent,Medium,137 mm,Vincent Chase Online,VC E15206,1700,eyeframe,2103,4.9,13,https://www.lenskart.com/vincent-chase-vc-e15206-c5-eyeglasses.html
141861,Black,Medium,135 mm,John Jacobs Computer Glasses,JJ E11675,4000,eyeframe,2834,4.7,213,https://www.lenskart.com/black-gunmetal-full-rim-hexagon-small-size-50-john-jacobs-supreme-steel-jj-e11675-c2-eyeglasses-dup.html
150379,Silver,Wide,140 mm,John Jacobs,JJ E14313,3500,eyeframe,2817,3.0,1,https://www.lenskart.com/john-jacobs-jj-e14313-c3-eyeglasses.html
151074,Silver,Medium,136 mm,Vincent Chase Polarized,VC S14463,2000,sunglasses,10853,4.7,10,https://www.lenskart.com/vincent-chase-vc-s14463-c5-sunglasses.html
206907,Yellow,Medium,140 mm,Vincent Chase Online,VC S15429,1500,sunglasses,2007,0.0,0,https://www.lenskart.com/vincent-chase-vc-s15429-c1-sunglasses.html
209445,Tortoise,Extra Wide,142 mm,John Jacobs,JJ S15787,5000,sunglasses,1236,0.0,0,https://www.lenskart.com/john-jacobs-jj-s15787-c3-sunglasses.html
213041,Creamy White,Extra Wide,144 mm,John Jacobs,JJ S16391,8000,sunglasses,178,0.0,0,https://www.lenskart.com/john-jacobs-jj-s-16391-c7-sunglasses.html
131002,Black,Wide,141 mm,Vincent Chase Polarized,VC 5158/P,1500,sunglasses,10666,4.4,1137,https://www.lenskart.com/matte-black-grey-full-rim-aviator-shape-medium-size-58-vincent-chase-polarized-top-guns-vc-5158-c99-polarized-sunglasses.html
152765,Brown Transparent,Medium,133 mm,John Jacobs,JJ E13003,3500,eyeframe,2995,4.1,31,https://www.lenskart.com/john-jacobs-jj-e13003-c3-eyeglasses.html
206520,Copper,Wide,139 mm,John Jacobs Online,JJ E13913,3500,eyeframe,1401,5.0,1,https://www.lenskart.com/john-jacobs-jj-e13913-c5-eyeglasses.html
211908,Blue,Wide,140 mm,Lenskart Blu,LB E16220,1500,non_power_reading,693,0.0,0,https://www.lenskart.com/lenskart-blu-lb-e16220-c2-eyeglasses.html
140642,Black,Wide,140 mm,John Jacobs,JJ E13316,3500,eyeframe,5342,5.0,2,https://www.lenskart.com/john-jacobs-jj-e13316-c2-eyeglasses.html
146242,Grey,Wide,138 mm,John Jacobs,JJ E13726,5000,eyeframe,4950,4.75,28,https://www.lenskart.com/john-jacobs-jj-e13726-full-rim-c3-eyeglasses.html
149157,Gunmetal,Wide,140 mm,John Jacobs,JJ E14130,5000,eyeframe,5303,4.5,4,https://www.lenskart.com/john-jacobs-jj-e14130-c1-c1-eyeglasses.html
200236,Black,Wide,140 mm,Lenskart Air,LA E14802,1700,eyeframe,3795,5.0,5,https://www.lenskart.com/lenskart-air-la-e14802-c4-eyeglasses.html
209147,,,,Alcon Freshlook,Alcon Freshlook Allure Gray Powered Daily,1575,contact_lens,619,0.0,0,https://www.lenskart.com/alcon-freshlook-oneday-allure-g10-lens-box.html
211912,Silver,Extra Wide,148 mm,Lenskart Blu,LB E16225,2000,non_power_reading,610,4.5,2,https://www.lenskart.com/lenskart-blu-lb-e16225-c3-eyeglasses.html
213503,Gold,Medium,136 mm,John Jacobs,JJ E16576,5000,eyeframe,361,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16576-c3-eye.html
208938,Blue,8-12 yrs,129 mm,Hooper,HP E15713L,1000,eyeframe,2180,0.0,0,https://www.lenskart.com/hooper-hp-e15713l-c2-eyeglasses.html
212532,Gold,Extra Wide,145 mm,John Jacobs,JJ E16385,3500,eyeframe,1066,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16385-c1-eyeglasses.html
148218,Gold,Medium,135 mm,John Jacobs Online,JJ S13992,5000,sunglasses,2511,0.0,0,https://www.lenskart.com/john-jacobs-john-jacobs-jj-s13992-full-rim-c3-sunglasses.html
149106,Black,Wide,144 mm,Vincent Chase Polarized,VC S14116,2000,sunglasses,6591,4.65,6,https://www.lenskart.com/vincent-chase-vc-s14116-c3-c3-sunglasses.html
200539,Green,Wide,138 mm,Lenskart Air,LA E14828,1700,eyeframe,3239,5.0,11,https://www.lenskart.com/lenskart-air-la-e14828-c2-eyeglasses.html
201401,Gold,Medium,136 mm,John Jacobs,JJ E12711,3500,eyeframe,985,4.7,58,https://www.lenskart.com/john-jacobs-jj-e12711-c4-eyeglasses.html
206921,Green,Wide,141 mm,Vincent Chase Online,VC S15434,1500,sunglasses,1770,0.0,0,https://www.lenskart.com/vincent-chase-vc-s15434-c2-sunglasses.html
215822,Navy Blue-Dhakad Hai,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,non_power_reading,1046,0.0,0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-c9-eyeglass.html
138334,Gunmetal,Medium,135 mm,John Jacobs,JJ E13101,3500,eyeframe,5746,4.6,27,https://www.lenskart.com/john-jacobs-jj-e13101-c1-eyeglasses.html
146241,Gunmetal,Wide,138 mm,John Jacobs,JJ E13726,5000,eyeframe,5175,4.75,28,https://www.lenskart.com/john-jacobs-jj-e13726-full-rim-c2-eyeglasses.html
148037,Grey,Medium,140 mm,Vincent Chase Polarized,VC S13972,2000,sunglasses,8081,4.75,17,https://www.lenskart.com/vincent-chase-vc-s13972-c3-sunglasses.html
149158,Black,Wide,140 mm,John Jacobs,JJ E14130,5000,eyeframe,4460,4.5,4,https://www.lenskart.com/john-jacobs-jj-e14130-c2-c2-eyeglasses.html
217393,Black,Extra Wide,145 mm,John Jacobs,JJ E16991,5000,eyeframe,126,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16991-c1-eyeglasses.html
143356,Silver,Medium,135 mm,John Jacobs,JJ E13468,3500,eyeframe,3278,0.0,0,https://www.lenskart.com/john-jacobs-jj-e13468-c2-eyeglasses.html
146796,Grey,Wide,138 mm,John Jacobs,JJ E13792,3500,eyeframe,2827,0.0,0,https://www.lenskart.com/john-jacobs-jj-e13792-c1-eyeglasses.html
152167,Blue,5-8 yrs,120 mm,Hooper online,HP E10026M,1000,eyeframe,3218,5.0,4,https://www.lenskart.com/hooper-hp-e10026m-c7-eyeglasses.html
211336,Transparent,Wide,141 mm,Vincent Chase Polarized,VC S16143,1500,sunglasses,900,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16143-c6-sunglasses.html
213492,Black,Extra Wide,142 mm,John Jacobs,JJ E15781,5000,eyeframe,1098,0.0,0,https://www.lenskart.com/john-jacobs-jj-e15781-c1-dup-eyeglasses.html
137002,Blue,Medium,138 mm,Vincent Chase,VC S12911,1500,sunglasses,9298,4.55,34,https://www.lenskart.com/vincent-chase-vc-s12911-c1-sunglasses.html
147278,Green,Narrow,132 mm,John Jacobs,JJ E13878,3500,eyeframe,1386,4.5,6,https://www.lenskart.com/john-jacobs-jj-e13878-full-rim-c2-eyeglasses.html
152258,Transparent,Extra Wide,142 mm,John Jacobs Online,JJ E14543,5000,eyeframe,1087,0.0,0,https://www.lenskart.com/john-jacobs-jj-e14543-c4-eyeglasses.html
213100,Brown,Medium,136 mm,Lenskart READERS,LR E15859,500,non_power_reading,540,0.0,0,https://www.lenskart.com/lenskart-blu-lr-e15859-c2b-eyeglasses.html
144856,Black,Wide,141 mm,John Jacobs,JJ E13579,3500,eyeframe,4569,5.0,2,https://www.lenskart.com/john-jacobs-jj-e13579-full-rim-c2-eyeglasses.html
147606,Gold,Extra Wide,144 mm,John Jacobs,JJ E13937,3500,eyeframe,905,5.0,3,https://www.lenskart.com/john-jacobs-jj-e13937-c1-eyeglasses.html
208754,Black,Medium,138 mm,Fossil,FOS 7154/G,7000,eyeframe,907,0.0,0,https://www.lenskart.com/fossil-fos-7154/g-3-eyeglasses.html
209051,Blue Sky,Extra Narrow,125 mm,Lenskart Hustlr,HP D15011,1700,non_power_reading,4013,0.0,0,https://www.lenskart.com/hooper-hp-d15011l-c6-eyeglasses.html
148203,Black,Wide,141 mm,John Jacobs Online,JJ S13987,3500,sunglasses,1101,5.0,1,https://www.lenskart.com/john-jacobs-john-jacobs-jj-s13987-full-rim-c1-sunglasses.html
148322,Grey,Extra Wide,142 mm,John Jacobs,JJ E12543XL,3500,eyeframe,1848,5.0,8,https://www.lenskart.com/john-jacobs-jj-e12543xl-c3-eyeglasses.html
201286,Brown,Medium,136 mm,Lenskart Air,LA E14963,1700,eyeframe,4290,4.5,39,https://www.lenskart.com/lenskart-air-la-e14963-c1-eyeglasses.html
150508,,,,Aquacolor,Aquacolor Dusky Brown Zero Power Daily,599,contact_lens,8133,0.0,0,https://www.lenskart.com/aquacolor-dusky-brown-n-daily-disposable-color-contact-lens-10-lens-box.html
208851,,,,Acuvue Oasys,Acuvue Oasys Daily Disposable with BC 9.0,2499,contact_lens,3040,0.0,0,https://www.lenskart.com/j-j-acuvue-oasys-dailies-contact-lenses-30-lens-box-with-bc-9.00.html
212312,Brown,Medium,140 mm,Vincent Chase Polarized,VC S16342,2000,sunglasses,1059,0.0,0,https://www.lenskart.com/vincent-chase-vc-s-16342-c2-sunglass.html
208741,Blue,Medium,136 mm,Fossil,FOS 7149/G,7000,eyeframe,620,5.0,1,https://www.lenskart.com/fossil-fos-7149/g-fll-eyeglasses.html
211335,Pink,Wide,141 mm,Vincent Chase Polarized,VC S16143,1500,sunglasses,898,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16143-c5-sunglasses.html
211916,Black,Medium,137 mm,Lenskart Blu,LB E16227,1500,non_power_reading,622,0.0,0,https://www.lenskart.com/lenskart-blu-lb-e-16227-c1-eyeglasses.html
217634,Gunmetal,Wide,144 mm,Vincent Chase Polarized,VC S14507-W,2000,sunglasses,137,0.0,0,https://www.lenskart.com/vincent-chase-vc-s14507-w-c2-sunglasses.html
208086,Gold,Extra Wide,142 mm,John Jacobs Online,JJ S13867,3500,sunglasses,531,0.0,0,https://www.lenskart.com/john-jacobs-jj-s13867-c5-sunglasses.html
209192,Black,Narrow,133 mm,Lenskart READERS,LR E13699,500,non_power_reading,1919,0.0,0,https://www.lenskart.com/lenskart-readers-lr-e13699-c4b-eyeglasses.html
211911,Black,Extra Wide,148 mm,Lenskart Blu,LB E16225,2000,non_power_reading,502,0.0,0,https://www.lenskart.com/lenskart-blu-lb-e16225-c2-eyeglasses.html
213102,Brown,Medium,136 mm,Lenskart READERS,LR E15859,500,non_power_reading,772,0.0,0,https://www.lenskart.com/lenskart-blu-lr-e15859-c2d-eyeglasses.html
148382,Gunmetal,Extra Wide,142 mm,John Jacobs,JJ E11686XL,3500,eyeframe,2524,4.7,7,https://www.lenskart.com/john-jacobs-jj-e11686xl-c1-eyeglasses.html
149291,Black,Wide,138 mm,Lenskart Blu,LB E13533,2000,non_power_reading,15891,4.45,140,https://www.lenskart.com/lenskart-blu-lb-e13533-c5-eyeglasses.html
152248,Pink,Medium,136 mm,John Jacobs,JJ E14541,3500,eyeframe,300,5.0,4,https://www.lenskart.com/john-jacobs-jj-e14541-c3-eyeglasses.html
152939,Pink,Extra Narrow,127 mm,John Jacobs,JJ E14727,3500,eyeframe,230,0.0,0,https://www.lenskart.com/john-jacobs-jj-e14727-c3-eyeglasses.html
200312,Blue,5-8 yrs,120 mm,Hooper,HP S10119M,1000,sunglasses,1885,5.0,1,https://www.lenskart.com/hooper-hp-s10119m-c2-sunglasses.html
209874,Brown,Medium,136 mm,LENSKART BLU READERS,LR E15859,700,non_power_reading,2012,0.0,0,https://www.lenskart.com/lenskart-readers-lr-e15859-c1d-eyeglasses.html
212059,Grey,8-12 yrs,130 mm,Hooper,LK S16252,2000,sunglasses,1275,0.0,0,https://www.lenskart.com/lenskart-lk-s-16252-c1-sunglasses.html
212314,Brown,Narrow,135 mm,Vincent Chase Polarized,VC S16343,2000,sunglasses,701,0.0,0,https://www.lenskart.com/vincent-chase-vc-s-16343-c1-sunglasses.html
134516,Black,Wide,139 mm,ThinOptics,Thinoptics Brookyln Frontpage,2000,non_power_reading,5948,4.0,22,https://www.lenskart.com/thinoptics-brookyln-frontpage-black-power-2-00-eyeglasses.html
146472,Blue,Wide,138 mm,John Jacobs,JJ E13745,5000,eyeframe,3692,4.6,8,https://www.lenskart.com/john-jacobs-jj-e13745-c1-eyeglasses.html
200967,Black,8-12 yrs,128 mm,Hooper,HP S14907L,1000,sunglasses,2333,0.0,0,https://www.lenskart.com/hooper-hp-s14907l-c1-sunglasses.html
212313,Brown,Medium,140 mm,Vincent Chase Polarized,VC S16342,2000,sunglasses,856,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16342-c3-sunglasses.html
93667,Black,Wide,141 mm,Vincent Chase Polarized,VC 5158/P,1500,sunglasses,44096,4.4,1137,https://www.lenskart.com/black-blue-gradient-full-rim-aviator-shape-medium-large-size-58-vincent-chase-polarized-top-guns-vc-5158-p-polarized-sunglasses.html
147663,Gold,Wide,138 mm,John Jacobs Online,JJ S12504,5000,sunglasses,2699,4.75,43,https://www.lenskart.com/john-jacobs-jj-s12504-c7-sunglasses.html
150373,Black,Medium,137 mm,John Jacobs,JJ E14311,3500,eyeframe,2022,4.6,8,https://www.lenskart.com/john-jacobs-jj-e14311-c3-eyeglasses.html
152518,Transparent,5-8 yrs,123 mm,Hooper online,HP E10025M,1000,eyeframe,1214,4.0,2,https://www.lenskart.com/hooper-hp-e10025m-c8-eyeglasses.html
200281,Cream,Medium,135 mm,Lenskart Blu,LB E14791,1200,non_power_reading,1330,4.7,7,https://www.lenskart.com/lenskart-blu-lb-e14791-c3-eyeglasses.html
201393,Black,Narrow,131 mm,John Jacobs,JJ E11545S,3500,eyeframe,574,5.0,2,https://www.lenskart.com/john-jacobs-jj-e11545s-c3-eyeglasses.html
209623,Black,8-12 yrs,127 mm,Hooper,HP S15813L,1000,sunglasses,826,0.0,0,https://www.lenskart.com/hooper-hp-s15813l-c3-sunglasses.html
210436,Olive,Medium,137 mm,Vincent Chase,VC E15962,1700,eyeframe,2457,0.0,0,https://www.lenskart.com/vincent-chase-vc-e15962-c2-eyeglasses.html
216891,Tortoise,Wide,140 mm,John Jacobs,JJ S16896,6000,sunglasses,281,0.0,0,https://www.lenskart.com/john-jacobs-jj-s16896-c3-sunglasses.html
135878,Blue,Wide,143 mm,Vincent Chase Polarized,VC S12643,2000,sunglasses,20477,4.15,50,https://www.lenskart.com/vincent-chase-polarized-vc-s12643-c2-sunglasses.html
147402,Gold,Extra Wide,142 mm,John Jacobs,JJ E13890,3500,eyeframe,2248,0.0,0,https://www.lenskart.com/john-jacobs-jj-e13890-c3-eyeglasses.html
152828,Gunmetal,Wide,138 mm,Vincent Chase Online,VC E14712,1700,eyeframe,4847,4.7,15,https://www.lenskart.com/vincent-chase-vc-e14712-c1-eyeglasses.html
200143,Black,Wide,141 mm,John Jacobs,JJ E14769,3500,eyeframe,1206,4.3,3,https://www.lenskart.com/john-jacobs-jj-e14769-c3-eyeglasses.html
201047,Transparent,Wide,140 mm,Lenskart Air Online,LA E14919,1700,eyeframe,3862,4.75,14,https://www.lenskart.com/lenskart-air-la-e14919-c4-eyeglasses.html
206782,Silver,Medium,137 mm,John Jacobs,JJ E13591,5000,eyeframe,682,4.6,13,https://www.lenskart.com/john-jacobs-jj-e13591-c6-eyeglasses.html
210927,Blue,Narrow,131 mm,Lenskart Blu,LB E16051,2000,non_power_reading,475,0.0,0,https://www.lenskart.com/lenskart-blu-lb-e16051-c1-eyeglasses.html
134860,Dual Color,Medium,134 mm,John Jacobs,JJ E11774,3500,eyeframe,19884,4.4,99,https://www.lenskart.com/john-jacobs-jj-e11774-c2-eyeglasses.html
138877,Transparent,Wide,139 mm,Lenskart Blu,LB E13533,2000,non_power_reading,31976,4.45,140,https://www.lenskart.com/transparent-brown-full-rim-wayfarer-lenskart-blu-blu-computer-glasses-lb-e13533-c3-smartphone-pc-eyeglasses-with-blu-zero-power-lenses.html
140639,Black,Narrow,133 mm,John Jacobs Online,JJ E13315,3500,eyeframe,5262,3.4,5,https://www.lenskart.com/john-jacobs-jj-e13315-c2-eyeglasses.html
142898,Gold,Medium,134 mm,John Jacobs,JJ E13362,5000,eyeframe,4464,4.6,20,https://www.lenskart.com/john-jacobs-jj-e13362-c2-eyeglasses.html
146234,Grey,Medium,134 mm,John Jacobs,JJ E13724,5000,eyeframe,4722,4.8,36,https://www.lenskart.com/john-jacobs-jj-e13724-full-rim-c1-eyeglasses.html
146245,Black,Medium,136 mm,John Jacobs Online,JJ E13727,5000,eyeframe,6190,4.8,12,https://www.lenskart.com/john-jacobs-jj-e13727-full-rim-c2-eyeglasses.html
148539,Gunmetal,Wide,138 mm,Vincent Chase Online,VC E14044,1700,eyeframe,4331,4.65,19,https://www.lenskart.com/vincent-chase-vc-e14044-c1-eyeglasses.html
150883,Blue,Extra Wide,143 mm,John Jacobs,JJ E14418,3500,eyeframe,3804,4.8,6,https://www.lenskart.com/john-jacobs-jj-e14418-c2-eyeglasses.html
152163,Green,Wide,139 mm,Lenskart Blu,LB E14453,1200,non_power_reading,2723,4.35,43,https://www.lenskart.com/lenskart-blu-lb-e14453-c5-eyeglasses.html
201380,Silver,Extra Wide,147 mm,John Jacobs,JJ E11455,3500,eyeframe,2430,4.65,33,https://www.lenskart.com/john-jacobs-jj-e11455-c6-eyeglasses.html
209526,Black,Wide,141 mm,Vincent Chase,VC S15797,1000,sunglasses,1529,0.0,0,https://www.lenskart.com/vincent-chase-vc-s15797-c1-sunglasses.html
212081,Black,Wide,139 mm,Fossil,FO S7157/G,7000,eyeframe,438,0.0,0,https://www.lenskart.com/fossil-fos-7157/g-003-eyeglasses.html
212533,Gunmetal,Extra Wide,145 mm,John Jacobs,JJ E16385,3500,eyeframe,1048,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16385-c2-eyeglasses.html
212893,Gold,Narrow,134 mm,Vincent Chase Polarized,VC S16462,2000,sunglasses,948,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16462-c3-sunglasses.html
214482,Black,Medium,136 mm,Vincent Chase,VC E14037,1700,eyeframe,393,0.0,0,https://www.lenskart.com/vincent-chase-vc-e14037-c5-eyeglasses.html
216848,Brown,Wide,141 mm,John Jacobs,JJ E16888,5000,eyeframe,258,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16888-c2-eyeglasses.html
140641,Blue,Wide,140 mm,John Jacobs,JJ E13316,3500,eyeframe,5431,5.0,2,https://www.lenskart.com/john-jacobs-jj-e13316-c1-eyeglasses.html
144905,,,,Aquacolor,Aquacolor Honey Brown Zero Power Monthly,299,contact_lens,2706,0.0,0,https://www.lenskart.com/aqua-color-honey-brown-monthly-color-2-lenses-box.html
146799,Pink,Extra Wide,142 mm,John Jacobs,JJ E13793,3500,eyeframe,3516,4.5,4,https://www.lenskart.com/john-jacobs-jj-e13793-c2-eyeglasses.html
211334,Brown,Wide,141 mm,Vincent Chase Polarized,VC S16143,1500,sunglasses,809,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16143-c4-sunglasses.html
212305,Brown,Wide,143 mm,Vincent Chase Polarized,VC S16339,2000,sunglasses,1254,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16339-c3-sunglasses.html
148745,Pink,Extra Wide,142 mm,Lenskart Blu,LB E14061,1200,non_power_reading,8565,4.5,51,https://www.lenskart.com/lenskart-blu-lb-e14062-c2-eyeglasses.html
149518,Orange,Narrow,133 mm,Lenskart Air Online,LA E14189,1700,eyeframe,5539,4.8,35,https://www.lenskart.com/lenskart-air-la-e14189-c1-eyeglasses.html
151064,Black,Wide,142 mm,Vincent Chase Polarized,VC S14461,2000,sunglasses,2936,4.85,9,https://www.lenskart.com/vincent-chase-vc-s14461-c3-sunglasses.html
152255,Black,Extra Wide,142 mm,John Jacobs,JJ E14543,5000,eyeframe,732,0.0,0,https://www.lenskart.com/john-jacobs-jj-e14543-c1-eyeglasses.html
205404,Transparent,Medium,136 mm,Lenskart STUDIO,LK E15183,1700,eyeframe,4879,0.0,0,https://www.lenskart.com/lenskart-lk-e15183-c1-eyeglasses.html
210341,Silver,Medium,136 mm,Vincent Chase,VC E15935,1700,eyeframe,3104,5.0,1,https://www.lenskart.com/vincent-chase-vc-e15935-c2-eyeglasses.html
137793,Grey,Extra Narrow,126 mm,John Jacobs,JJ E13002,3500,eyeframe,6024,4.9,12,https://www.lenskart.com/john-jacobs-jj-e13002-c2-eyeglasses.html
146235,Brown,Medium,134 mm,John Jacobs,JJ E13724,3500,eyeframe,2922,4.8,36,https://www.lenskart.com/john-jacobs-jj-e13724-full-rim-c2-eyeglasses.html
208781,Gold,Narrow,133 mm,Vincent Chase,VC E15700,1700,eyeframe,1699,0.0,0,https://www.lenskart.com/vincent-chase-vc-e15700-c2-eyeglasses.html
210017,Grey,Medium,137 mm,Lenskart Air Online,LA E15872,1700,eyeframe,2647,0.0,0,https://www.lenskart.com/lenskart-air-la-e15872-c1-eyeglasses.html
138325,White,Medium,135 mm,John Jacobs,JJ E13097,3500,eyeframe,2928,4.3,16,https://www.lenskart.com/john-jacobs-jj-e13097-c3-eyeglasses.html
138479,Grey,Medium,138 mm,Vincent Chase Polarized,VC S13132,2000,sunglasses,9091,4.45,35,https://www.lenskart.com/vincent-chase-vc-s13132-c4-sunglasses.html
